字號,字,韻部,聲調,字母,清濁,寧繼福擬音,url
4531,⿸厂西,家麻,去聲,審,全清,ʂa,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4532,大,家麻,去聲,端,全清,ta,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4533,罵,家麻,去聲,明,次濁,mua,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4534,臘,家麻,入去,來,次濁,la,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4535,蠟,家麻,入去,來,次濁,la,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4536,鑞,家麻,入去,來,次濁,la,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4537,拉,家麻,入去,來,次濁,la,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4538,糲,家麻,入去,來,次濁,la,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4539,辣,家麻,入去,來,次濁,la,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4540,納,家麻,入去,泥,次濁,na,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4541,衲,家麻,入去,泥,次濁,na,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4542,壓,家麻,入去,影,全清,ia,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4543,押,家麻,入去,影,全清,ia,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4544,鴨,家麻,入去,影,全清,ia,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4545,抹,家麻,入去,明,次濁,mua,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4546,襪,家麻,入去,微,次濁,ʋua,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4547,刷,家麻,入去,審,全清,ʂua,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0675d.png
4548,嗟,車遮,陰平,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4549,罝,車遮,陰平,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4550,奢,車遮,陰平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4551,賒,車遮,陰平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4552,車,車遮,陰平,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4553,遮,車遮,陰平,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4554,爹,車遮,陰平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4555,靴,車遮,陰平,曉,全清,xiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4556,些,車遮,陰平,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4557,爺,車遮,陽平,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4558,耶,車遮,陽平,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4559,琊,車遮,陽平,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4560,鎁,車遮,陽平,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4561,呆,車遮,陽平,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4562,斜,車遮,陽平,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4563,邪,車遮,陽平,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4564,蛇,車遮,陽平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4565,佘,車遮,陽平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4566,倈,車遮,陽平,來,次濁,liuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4567,涉,車遮,陽平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4568,協,車遮,入平,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4569,穴,車遮,入平,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4570,俠,車遮,入平,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4571,挾,車遮,入平,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4572,纈,車遮,入平,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4573,傑,車遮,入平,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4574,竭,車遮,入平,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4575,碣,車遮,入平,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4576,疊,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4577,蝶,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4578,迭,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4579,牒,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4580,揲,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4581,喋,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4582,諜,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4583,垤,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4584,絰,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4585,凸,車遮,入平,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4586,鐝,車遮,入平,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4587,撅,車遮,入平,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4588,折,車遮,入平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4589,瘸,車遮,入平,溪,次清,kʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4590,舌,車遮,入平,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4591,捷,車遮,入平,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4592,截,車遮,入平,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4593,睫,車遮,入平,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4594,別,車遮,入平,幫,全清,piɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4595,絕,車遮,入平,精,全清,tsiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4596,㿱,車遮,入平,心,全清,siuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4597,撇,車遮,入平,滂,次清,pʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676a.png
4598,野,車遮,上聲,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4599,也,車遮,上聲,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4600,冶,車遮,上聲,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4601,者,車遮,上聲,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4602,赭,車遮,上聲,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4603,寫,車遮,上聲,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4604,瀉,車遮,上聲,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4605,捨,車遮,上聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4606,舍,車遮,上聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4607,惹,車遮,上聲,日,次濁,ɽiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4608,若,車遮,上聲,日,次濁,ɽiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4609,喏,車遮,上聲,日,次濁,ɽiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4610,撦,車遮,上聲,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4611,哆,車遮,上聲,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4612,姐,車遮,上聲,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4613,且,車遮,上聲,清,次清,tsʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4614,屑,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4615,薛,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4616,紲,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4617,泄,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4618,媟,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4619,褻,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4620,燮,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4621,屧,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4622,疶,車遮,入上,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4623,切,車遮,入上,清,次清,tsʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4624,竊,車遮,入上,清,次清,tsʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4625,妾,車遮,入上,清,次清,tsʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4626,沏,車遮,入上,清,次清,tsʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4627,結,車遮,入上,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4628,潔,車遮,入上,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4629,刼,車遮,入上,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4630,頰,車遮,入上,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4631,鋏,車遮,入上,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4632,莢,車遮,入上,見,全清,kiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4633,怯,車遮,入上,溪,次清,kʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4634,挈,車遮,入上,溪,次清,kʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4635,篋,車遮,入上,溪,次清,kʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4636,客,車遮,入上,溪,次清,kʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4637,節,車遮,入上,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4638,接,車遮,入上,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4639,楫,車遮,入上,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4640,癤,車遮,入上,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4641,血,車遮,入上,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4642,歇,車遮,入上,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4643,嚇,車遮,入上,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4644,蝎,車遮,入上,曉,全清,xiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4645,闕,車遮,入上,溪,次清,kʼiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4646,缺,車遮,入上,溪,次清,kʼiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4647,闋,車遮,入上,溪,次清,kʼiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4648,玦,車遮,入上,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4649,决,車遮,入上,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4650,訣,車遮,入上,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4651,譎,車遮,入上,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4652,蕨,車遮,入上,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4653,鴂,車遮,入上,見,全清,kiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4654,鐵,車遮,入上,透,次清,tʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4655,餮,車遮,入上,透,次清,tʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4656,帖,車遮,入上,透,次清,tʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4657,貼,車遮,入上,透,次清,tʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4658,瞥,車遮,入上,滂,次清,pʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4659,鼈,車遮,入上,幫,全清,piɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4660,別,車遮,入上,幫,全清,piɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4661,𢠳,車遮,入上,幫,全清,piɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4662,拙,車遮,入上,照,全清,tʂiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4663,輟,車遮,入上,照,全清,tʂiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4664,轍,車遮,入上,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4665,撤,車遮,入上,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4666,澈,車遮,入上,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4667,掣,車遮,入上,穿,次清,ʈʂʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4668,哲,車遮,入上,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4669,褶,車遮,入上,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4670,摺,車遮,入上,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4671,折,車遮,入上,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4672,浙,車遮,入上,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4673,設,車遮,入上,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4674,攝,車遮,入上,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4675,灄,車遮,入上,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4676,啜,車遮,入上,穿,次清,ʈʂʼiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4677,雪,車遮,入上,心,全清,siuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4678,說,車遮,入上,審,全清,ʂiuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676b.png
4679,舍,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4680,社,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4681,射,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4682,麝,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4683,貰,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4684,赦,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4685,謝,車遮,去聲,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4686,缷,車遮,去聲,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4687,榭,車遮,去聲,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4688,瀉,車遮,去聲,心,全清,siɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4689,夜,車遮,去聲,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4690,射,車遮,去聲,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4691,柘,車遮,去聲,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4692,鷓,車遮,去聲,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4693,炙,車遮,去聲,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4694,蔗,車遮,去聲,照,全清,tʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4695,借,車遮,去聲,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4696,藉,車遮,去聲,精,全清,tsiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4697,趄,車遮,去聲,清,次清,tsʼiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4698,𠍽,車遮,去聲,審,全清,ʂiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4699,揑,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4700,聶,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4701,躡,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4702,鑷,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4703,囓,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4704,臬,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4705,糵,車遮,入去,泥,次濁,niɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4706,滅,車遮,入去,明,次濁,miɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4707,篾,車遮,入去,明,次濁,miɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4708,蔑,車遮,入去,明,次濁,miɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4709,拽,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4710,噎,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4711,葉,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4712,燁,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4713,跌,車遮,入去,端,全清,tiɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4714,業,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4715,鄴,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4716,額,車遮,入去,影,全清,iɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4717,裂,車遮,入去,來,次濁,liɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4718,冽,車遮,入去,來,次濁,liɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4719,獵,車遮,入去,來,次濁,liɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4720,鬣,車遮,入去,來,次濁,liɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4721,列,車遮,入去,來,次濁,liɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4722,刖,車遮,入去,影,全清,iuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4723,月,車遮,入去,影,全清,iuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4724,悅,車遮,入去,影,全清,iuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4725,說,車遮,入去,影,全清,iuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
4726,閱,車遮,入去,影,全清,iuɛ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0676c.png
